ts_ns	event	pid	ppid	comm	class	action
63852431203719	fork	4163135	4163134	python3	tool	moved:toolexec
63852431431624	exec	4163135	4163134	python3	tool	none
63852564612352	exit	4163135	0		tool	none
63852564850200	exit	4163134	0		tool	none
63857781165497	fork	4163767	4158431	openclaw-gatewa	agent	pending
63857782676292	exec	4163767	0	sh	tool	moved:toolexec
63857783093199	exit	4163767	0		tool	none
63860900723164	fork	4164140	4158431	openclaw-gatewa	agent	pending
63860902339852	exec	4164140	4158431	sh	tool	moved:toolexec
63860902691838	fork	4164147	4164140	python3	tool	moved:toolexec
63860902931621	exec	4164147	4164140	python3	tool	none
63861024855531	exit	4164147	0		tool	none
63861025130169	exit	4164140	0		tool	none
63864997056797	fork	4164632	4158431	openclaw-gatewa	agent	pending
63864998655058	exec	4164632	4158431	sh	tool	moved:toolexec
63864999017523	fork	4164633	4164632	python3	tool	moved:toolexec
63864999247030	exec	4164633	4164632	python3	tool	none
63865122812597	exit	4164633	0		tool	none
63865123040003	exit	4164632	0		tool	none
63872555721148	fork	4165521	4158431	openclaw-gatewa	agent	pending
63872557158521	exec	4165521	4158431	sh	tool	moved:toolexec
63872557506437	fork	4165526	4165521	curl	tool	moved:toolexec
63872557740304	exec	4165526	4165521	curl	tool	none
63872785674464	fork	4165552	4158431	openclaw-gatewa	agent	pending
63872787139931	exec	4165552	0	sh	tool	moved:toolexec
63872787525593	exit	4165552	0		tool	none
63873234511622	exit	4165526	0		tool	none
63873234736470	exit	4165521	0		tool	none
63880244267333	fork	4166439	4158431	openclaw-gatewa	agent	pending
63880245822572	exec	4166439	4158431	sh	tool	moved:toolexec
63880246183342	fork	4166440	4166439	python3	tool	moved:toolexec
63880246409734	exec	4166440	4166439	python3	tool	none
63880360948578	exit	4166440	0		tool	none
63880361169093	exit	4166439	0		tool	none
63887522669412	fork	4167296	4158431	openclaw-gatewa	agent	pending
63887524235571	exec	4167296	4158431	sh	tool	moved:toolexec
63887524594304	fork	4167297	4167296	python3	tool	moved:toolexec
63887524835576	exec	4167297	4167296	python3	tool	none
63887639297569	exit	4167297	0		tool	none
63887639581235	exit	4167296	0		tool	none
63887789987838	fork	4167334	4158431	openclaw-gatewa	agent	pending
63887791543882	exec	4167334	0	sh	tool	moved:toolexec
63887791942720	exit	4167334	0		tool	none
63902794400974	fork	4169109	4158431	openclaw-gatewa	agent	pending
63902796007676	exec	4169109	0	sh	tool	moved:toolexec
63902796424177	exit	4169109	0		tool	none
63917798294825	fork	4170883	4158431	openclaw-gatewa	agent	pending
63917799831777	exec	4170883	0	sh	tool	moved:toolexec
63917800254649	exit	4170883	0		tool	none
63932802742129	fork	4172654	4158431	openclaw-gatewa	agent	pending
63932804349838	exec	4172654	0	sh	tool	moved:toolexec
63932804770282	exit	4172654	0		tool	none
63947807589948	fork	4174435	4158431	openclaw-gatewa	agent	pending
63947809110605	exec	4174435	0	sh	tool	moved:toolexec
63947809518858	exit	4174435	0		tool	none
63955548801011	fork	4175355	4158431	openclaw-gatewa	agent	pending
63955550353519	exec	4175355	4158431	sh	tool	moved:toolexec
63955550707816	fork	4175359	4175355	python3	tool	moved:toolexec
63955550949663	exec	4175359	4175355	python3	tool	none
63962812889388	fork	4176217	4158431	openclaw-gatewa	agent	pending
63962814487649	exec	4176217	0	sh	tool	moved:toolexec
63962814900419	exit	4176217	0		tool	none
63977817580779	fork	4177989	4158431	openclaw-gatewa	agent	pending
63977819090836	exec	4177989	0	sh	tool	moved:toolexec
63977819499390	exit	4177989	0		tool	none
63992821493471	fork	4179765	4158431	openclaw-gatewa	agent	pending
63992823101357	exec	4179765	0	sh	tool	moved:toolexec
63992823513537	exit	4179765	0		tool	none
64007825501782	fork	4181546	4158431	openclaw-gatewa	agent	pending
64007827023502	exec	4181546	0	sh	tool	moved:toolexec
64007827425577	exit	4181546	0		tool	none
64022831018676	fork	4183326	4158431	openclaw-gatewa	agent	pending
64022832536295	exec	4183326	0	sh	tool	moved:toolexec
64022832940762	exit	4183326	0		tool	none
64037835566318	fork	4185105	4158431	openclaw-gatewa	agent	pending
64037837047992	exec	4185105	0	sh	tool	moved:toolexec
64037837459633	exit	4185105	0		tool	none
64043150311957	exit	4175359	0		tool	none
64043150539326	exit	4175355	0		tool	none
64052534795305	fork	4186840	4158431	openclaw-gatewa	agent	pending
64052536350933	exec	4186840	0	sh	tool	moved:toolexec
64052536696329	fork	4186841	4186840		tool	moved:toolexec
64052536930832	exec	4186841	0		tool	none
64052537299810	exit	4186841	0		tool	none
64052537380471	exit	4186840	0		tool	none
64052539934719	fork	4186842	4158431		agent	pending
64052541155719	exec	4186842	0		tool	moved:toolexec
64052541451845	fork	4186843	4186842		tool	moved:toolexec
64052541679773	exec	4186843	0		tool	none
64052542013097	exit	4186843	0		tool	none
64052542091362	exit	4186842	0		tool	none
64052544800917	fork	4186844	4158431		agent	pending
64052545938153	exec	4186844	0		tool	moved:toolexec
64052546221777	fork	4186845	4186844		tool	moved:toolexec
64052546313011	exec	4186845	0		tool	none
64052546594209	exit	4186845	0		tool	none
64052546664813	exit	4186844	0		tool	none
64052839628072	fork	4186882	4158431	openclaw-gatewa	agent	pending
64052840925551	exec	4186882	0	sh	tool	moved:toolexec
64052841304697	exit	4186882	0		tool	none
64062261970861	fork	4187999	4158431	openclaw-gatewa	agent	pending
64062263666113	exec	4187999	0	sh	tool	moved:toolexec
64062264078270	fork	4188009	4187999		tool	moved:toolexec
64062264136171	fork	4188010	4187999		tool	moved:toolexec
64062264445208	exec	4188010	0		tool	none
64062264567899	exec	4188009	0		tool	none
64062265152631	exit	4188009	0		tool	none
64062265174701	exit	4188010	0		tool	none
64062265200132	fork	4188013	4187999		tool	moved:toolexec
64062265428850	exec	4188013	0		tool	none
64062266078878	exit	4188013	0		tool	none
64062266106214	fork	4188015	4187999		tool	moved:toolexec
64062266325739	exec	4188015	0		tool	none
64062266659122	exit	4188015	0		tool	none
64062266680127	fork	4188016	4187999		tool	moved:toolexec
64062266901688	exec	4188016	0		tool	none
64062267540634	exit	4188016	0		tool	none
64062267568012	fork	4188017	4187999		tool	moved:toolexec
64062267794527	exec	4188017	0		tool	none
64062268135147	exit	4188017	0		tool	none
64062268221468	exit	4187999	0		tool	none
64067843857460	fork	4188669	4158431	openclaw-gatewa	agent	pending
64067845355867	exec	4188669	0	sh	tool	moved:toolexec
64067845771493	exit	4188669	0		tool	none
64071592579921	fork	4189123	4158431	openclaw-gatewa	agent	pending
64071594205045	exec	4189123	4158431	sh	tool	moved:toolexec
64071594600013	fork	4189124	4189123		tool	moved:toolexec
64071595219309	exec	4189124	0		tool	none
64071595554840	exit	4189124	0		tool	none
64071595629080	fork	4189125	4189123		tool	moved:toolexec
64071595859348	fork	4189126	4189125		tool	moved:toolexec
64071595922209	fork	4189127	4189125		tool	moved:toolexec
64071596251343	exec	4189126	0		tool	none
64071596258703	exec	4189127	0		tool	none
64071596722317	exit	4189126	0		tool	none
64071596750473	exit	4189127	0		tool	none
64071596818679	exit	4189125	0		tool	none
64071596873914	fork	4189128	4189123		tool	moved:toolexec
64071597202334	exec	4189128	0		tool	none
64071597510390	exit	4189128	0		tool	none
64071597566621	fork	4189129	4189123		tool	moved:toolexec
64071597813906	fork	4189130	4189129		tool	moved:toolexec
64071597874013	fork	4189131	4189129		tool	moved:toolexec
64071598196005	exec	4189130	0		tool	none
64071598217177	exec	4189131	0		tool	none
64071598663892	exit	4189130	0		tool	none
64071598681922	exit	4189131	0		tool	none
64071598750734	exit	4189129	0		tool	none
64071598799542	fork	4189132	4189123		tool	moved:toolexec
64071599021113	exec	4189132	0		tool	none
64071599324407	exit	4189132	0		tool	none
64071599383438	fork	4189133	4189123		tool	moved:toolexec
64071599504021	fork	4189134	4189133		tool	moved:toolexec
64071599551743	fork	4189135	4189133		tool	moved:toolexec
64071599722516	exec	4189134	0		tool	none
64071599747862	exec	4189135	0		tool	none
64071600171054	exit	4189134	0		tool	none
64071600185833	exit	4189135	0		tool	none
64071600240829	exit	4189133	0		tool	none
64071600331640	fork	4189136	4189123		tool	moved:toolexec
64071600538956	exec	4189136	0		tool	none
64071600827299	exit	4189136	0		tool	none
64071600886793	fork	4189137	4189123		tool	moved:toolexec
64071601007371	fork	4189138	4189137		tool	moved:toolexec
64071601056935	fork	4189139	4189137		tool	moved:toolexec
64071601225119	exec	4189139	0		tool	none
64071601225141	exec	4189138	0		tool	none
64071601640530	exit	4189138	0		tool	none
64071601656405	exit	4189139	0		tool	none
64071601709309	exit	4189137	0		tool	none
64071601770915	fork	4189140	4189123		tool	moved:toolexec
64071601977567	exec	4189140	0		tool	none
64071602291215	exit	4189140	0		tool	none
64071602344331	fork	4189141	4189123		tool	moved:toolexec
64071602459678	fork	4189142	4189141		tool	moved:toolexec
64071602505076	fork	4189143	4189141		tool	moved:toolexec
64071602673010	exec	4189142	0		tool	none
64071602685371	exec	4189143	0		tool	none
64071603088546	exit	4189142	0		tool	none
64071603103815	exit	4189143	0		tool	none
64071603155595	exit	4189141	0		tool	none
64071603237994	fork	4189144	4189123		tool	moved:toolexec
64071603433285	exec	4189144	0		tool	none
64071603715076	exit	4189144	0		tool	none
64071603775070	fork	4189145	4189123		tool	moved:toolexec
64071603872864	fork	4189146	4189145		tool	moved:toolexec
64071603925754	fork	4189147	4189145		tool	moved:toolexec
64071604076904	exec	4189146	0		tool	none
64071604120792	exec	4189147	0		tool	none
64071604493353	exit	4189146	0		tool	none
64071604503310	exit	4189147	0		tool	none
64071604558704	exit	4189145	0		tool	none
64071604623458	fork	4189148	4189123		tool	moved:toolexec
64071604784713	exec	4189148	0		tool	none
64071605072486	exit	4189148	0		tool	none
64071605125691	fork	4189149	4189123		tool	moved:toolexec
64071605226664	fork	4189150	4189149		tool	moved:toolexec
64071605270800	fork	4189151	4189149		tool	moved:toolexec
64071605422791	exec	4189150	0		tool	none
64071605462085	exec	4189151	0		tool	none
64071605822824	exit	4189150	0		tool	none
64071605848310	exit	4189151	0		tool	none
64071605901441	exit	4189149	0		tool	none
64071605953404	fork	4189152	4189123		tool	moved:toolexec
64071606122278	exec	4189152	0		tool	none
64071606393058	exit	4189152	0		tool	none
64071606446630	fork	4189153	4189123		tool	moved:toolexec
64071606543473	fork	4189154	4189153		tool	moved:toolexec
64071606588340	fork	4189155	4189153		tool	moved:toolexec
64071606741266	exec	4189154	0		tool	none
64071606755709	exec	4189155	0		tool	none
64071607242534	exit	4189155	0		tool	none
64071607258459	exit	4189154	0		tool	none
64071607305604	exit	4189153	0		tool	none
64071607364477	fork	4189156	4189123		tool	moved:toolexec
64071607557064	exec	4189156	0		tool	none
64071607851863	exit	4189156	0		tool	none
64071607903103	fork	4189157	4189123		tool	moved:toolexec
64071608141643	fork	4189158	4189157		tool	moved:toolexec
64071608202710	fork	4189159	4189157		tool	moved:toolexec
64071608353821	exec	4189158	0		tool	none
64071608507267	exec	4189159	0		tool	none
64071608781045	exit	4189158	0		tool	none
64071608836842	exit	4189159	0		tool	none
64071608903384	exit	4189157	0		tool	none
64071608954011	fork	4189160	4189123		tool	moved:toolexec
64071609123403	exec	4189160	0		tool	none
64071609403527	exit	4189160	0		tool	none
64071609455829	fork	4189161	4189123		tool	moved:toolexec
64071609563567	fork	4189162	4189161		tool	moved:toolexec
64071609609259	fork	4189163	4189161		tool	moved:toolexec
64071609778766	exec	4189163	0		tool	none
64071609793812	exec	4189162	0		tool	none
64071610233945	exit	4189162	0		tool	none
64071610245719	exit	4189163	0		tool	none
64071610298250	exit	4189161	0		tool	none
64071610356484	fork	4189164	4189123		tool	moved:toolexec
64071610514071	exec	4189164	0		tool	none
64071610792170	exit	4189164	0		tool	none
64071610844376	fork	4189165	4189123		tool	moved:toolexec
64071610965510	fork	4189166	4189165		tool	moved:toolexec
64071611034659	fork	4189167	4189165		tool	moved:toolexec
64071611178702	exec	4189166	0		tool	none
64071611202167	exec	4189167	0		tool	none
64071611599633	exit	4189166	0		tool	none
64071611612341	exit	4189167	0		tool	none
64071611668626	exit	4189165	0		tool	none
64071611718931	fork	4189168	4189123		tool	moved:toolexec
64071611889664	exec	4189168	0		tool	none
64071612169816	exit	4189168	0		tool	none
64071612231928	fork	4189169	4189123	sh	tool	moved:toolexec
64071612351532	fork	4189170	4189169	ls	tool	moved:toolexec
64071612398691	fork	4189171	4189169	wc	tool	moved:toolexec
64071612558116	exec	4189171	4189169	wc	tool	none
64071612569035	exec	4189170	4189169	ls	tool	none
64071612984889	exit	4189170	0		tool	none
64071613008272	exit	4189171	0		tool	none
64071613063393	exit	4189169	0		tool	none
64071613118019	fork	4189172	4189123	sh	tool	moved:toolexec
64071613282072	exec	4189172	4189123	wc	tool	none
64071613549410	exit	4189172	0		tool	none
64071613604352	fork	4189173	4189123	sh	tool	moved:toolexec
64071613723304	fork	4189174	4189173	sh	tool	moved:toolexec
64071613770491	fork	4189175	4189173	sh	tool	moved:toolexec
64071613951023	exec	4189174	4189173	ls	tool	none
64071613953515	exec	4189175	4189173	wc	tool	none
64071614380457	exit	4189174	0		tool	none
64071614391773	exit	4189175	0		tool	none
64071614455193	exit	4189173	0		tool	none
64071614508184	fork	4189176	4189123	sh	tool	moved:toolexec
64071614672367	exec	4189176	4189123	wc	tool	none
64071614940178	exit	4189176	0		tool	none
64071615009385	fork	4189177	4189123	sh	tool	moved:toolexec
64071615133959	fork	4189178	4189177	sh	tool	moved:toolexec
64071615180883	fork	4189179	4189177	sh	tool	moved:toolexec
64071615362576	exec	4189179	4189177	wc	tool	none
64071615386111	exec	4189178	4189177	ls	tool	none
64071615824975	exit	4189178	0		tool	none
64071615836338	exit	4189179	0		tool	none
64071615896454	exit	4189177	0		tool	none
64071615968053	fork	4189180	4189123	sh	tool	moved:toolexec
64071616136966	exec	4189180	4189123	wc	tool	none
64071616410051	exit	4189180	0		tool	none
64071616472864	fork	4189181	4189123	sh	tool	moved:toolexec
64071616581191	fork	4189182	4189181	sh	tool	moved:toolexec
64071616630380	fork	4189183	4189181	sh	tool	moved:toolexec
64071616801232	exec	4189182	4189181	ls	tool	none
64071616815110	exec	4189183	4189181	wc	tool	none
64071617218082	exit	4189182	0		tool	none
64071617233925	exit	4189183	0		tool	none
64071617288000	exit	4189181	0		tool	none
64071617350334	fork	4189184	4189123	sh	tool	moved:toolexec
64071617510554	exec	4189184	4189123	wc	tool	none
64071617772228	exit	4189184	0		tool	none
64071617829967	fork	4189185	4189123	sh	tool	moved:toolexec
64071617941313	fork	4189186	4189185	sh	tool	moved:toolexec
64071617989064	fork	4189187	4189185	sh	tool	moved:toolexec
64071618147896	exec	4189186	4189185	ls	tool	none
64071618161487	exec	4189187	4189185	wc	tool	none
64071618559949	exit	4189186	0		tool	none
64071618569705	exit	4189187	0		tool	none
64071618633679	exit	4189185	0		tool	none
64071618685781	fork	4189188	4189123	sh	tool	moved:toolexec
64071618837717	exec	4189188	4189123	wc	tool	none
64071619103479	exit	4189188	0		tool	none
64071619159035	fork	4189189	4189123	sh	tool	moved:toolexec
64071619259624	fork	4189190	4189189	sh	tool	moved:toolexec
64071619307707	fork	4189191	4189189	sh	tool	moved:toolexec
64071619458634	exec	4189190	4189189	ls	tool	none
64071619464050	exec	4189191	4189189	wc	tool	none
64071619849745	exit	4189190	0		tool	none
64071619864838	exit	4189191	0		tool	none
64071619914115	exit	4189189	0		tool	none
64071619976182	fork	4189192	4189123	sh	tool	moved:toolexec
64071620146314	exec	4189192	4189123	wc	tool	none
64071620423387	exit	4189192	0		tool	none
64071620478788	fork	4189193	4189123	sh	tool	moved:toolexec
64071620585489	fork	4189194	4189193	sh	tool	moved:toolexec
64071620632504	fork	4189195	4189193	sh	tool	moved:toolexec
64071620784598	exec	4189194	4189193	ls	tool	none
64071620803667	exec	4189195	4189193	wc	tool	none
64071621202159	exit	4189194	0		tool	none
64071621207865	exit	4189195	0		tool	none
64071621270282	exit	4189193	0		tool	none
64071621323407	fork	4189196	4189123	sh	tool	moved:toolexec
64071621495441	exec	4189196	4189123	wc	tool	none
64071621755180	exit	4189196	0		tool	none
64071621817089	fork	4189197	4189123	sh	tool	moved:toolexec
64071621928888	fork	4189198	4189197	sh	tool	moved:toolexec
64071621977948	fork	4189199	4189197	sh	tool	moved:toolexec
64071622137949	exec	4189198	4189197	ls	tool	none
64071622145756	exec	4189199	4189197	wc	tool	none
64071622550655	exit	4189198	0		tool	none
64071622561859	exit	4189199	0		tool	none
64071622631203	exit	4189197	0		tool	none
64071622685250	fork	4189200	4189123	sh	tool	moved:toolexec
64071622847593	exec	4189200	4189123	wc	tool	none
64071623118589	exit	4189200	0		tool	none
64071623173944	fork	4189201	4189123	sh	tool	moved:toolexec
64071623293558	fork	4189202	4189201	sh	tool	moved:toolexec
64071623337945	fork	4189203	4189201	sh	tool	moved:toolexec
64071623501208	exec	4189202	4189201	ls	tool	none
64071623502980	exec	4189203	4189201	wc	tool	none
64071623912877	exit	4189202	0		tool	none
64071623933391	exit	4189203	0		tool	none
64071623985873	exit	4189201	0		tool	none
64071624042407	fork	4189204	4189123	sh	tool	moved:toolexec
64071624202696	exec	4189204	4189123	wc	tool	none
64071624472048	exit	4189204	0		tool	none
64071624534744	fork	4189205	4189123	sh	tool	moved:toolexec
64071624651563	fork	4189206	4189205	sh	tool	moved:toolexec
64071624697616	fork	4189207	4189205	sh	tool	moved:toolexec
64071624858106	exec	4189207	4189205	wc	tool	none
64071624869196	exec	4189206	4189205	ls	tool	none
64071625286717	exit	4189206	0		tool	none
64071625297693	exit	4189207	0		tool	none
64071625362340	exit	4189205	0		tool	none
64071625413082	fork	4189208	4189123	sh	tool	moved:toolexec
64071625581019	exec	4189208	4189123	wc	tool	none
64071625850563	exit	4189208	0		tool	none
64071625905903	fork	4189209	4189123	sh	tool	moved:toolexec
64071626009920	fork	4189210	4189209	sh	tool	moved:toolexec
64071626055199	fork	4189211	4189209	sh	tool	moved:toolexec
64071626207089	exec	4189211	4189209	wc	tool	none
64071626225177	exec	4189210	4189209	ls	tool	none
64071626619834	exit	4189210	0		tool	none
64071626629604	exit	4189211	0		tool	none
64071626681319	exit	4189209	0		tool	none
64071626733646	fork	4189212	4189123	sh	tool	moved:toolexec
64071626885385	exec	4189212	4189123	wc	tool	none
64071627153727	exit	4189212	0		tool	none
64071627218772	fork	4189213	4189123	sh	tool	moved:toolexec
64071627319386	fork	4189214	4189213	sh	tool	moved:toolexec
64071627367889	fork	4189215	4189213	sh	tool	moved:toolexec
64071627514844	exec	4189214	4189213	ls	tool	none
64071627534907	exec	4189215	4189213	wc	tool	none
64071627919065	exit	4189214	0		tool	none
64071627935694	exit	4189215	0		tool	none
64071627983454	exit	4189213	0		tool	none
64071628040811	fork	4189216	4189123	sh	tool	moved:toolexec
64071628210312	exec	4189216	4189123	wc	tool	none
64071628476410	exit	4189216	0		tool	none
64071628532871	fork	4189217	4189123	sh	tool	moved:toolexec
64071628645844	fork	4189218	4189217	sh	tool	moved:toolexec
64071628692928	fork	4189219	4189217	sh	tool	moved:toolexec
64071628841856	exec	4189219	4189217	wc	tool	none
64071628859631	exec	4189218	4189217	ls	tool	none
64071629278220	exit	4189218	0		tool	none
64071629299764	exit	4189219	0		tool	none
64071629357825	exit	4189217	0		tool	none
64071629423536	fork	4189220	4189123	sh	tool	moved:toolexec
64071629580784	exec	4189220	4189123	wc	tool	none
64071629840582	exit	4189220	0		tool	none
64071629894890	fork	4189221	4189123	sh	tool	moved:toolexec
64071630007636	fork	4189222	4189221	sh	tool	moved:toolexec
64071630061587	fork	4189223	4189221	sh	tool	moved:toolexec
64071630255852	exec	4189223	4189221	wc	tool	none
64071630264068	exec	4189222	4189221	ls	tool	none
64071630692807	exit	4189222	0		tool	none
64071630703239	exit	4189223	0		tool	none
64071630763853	exit	4189221	0		tool	none
64071630829549	fork	4189224	4189123	sh	tool	moved:toolexec
64071630988216	exec	4189224	4189123	wc	tool	none
64071631348451	exit	4189224	0		tool	none
64071631418371	fork	4189225	4189123	sh	tool	moved:toolexec
64071631518451	fork	4189226	4189225	sh	tool	moved:toolexec
64071631562569	fork	4189227	4189225	sh	tool	moved:toolexec
64071631717789	exec	4189226	4189225	ls	tool	none
64071631728792	exec	4189227	4189225	wc	tool	none
64071632134813	exit	4189226	0		tool	none
64071632148552	exit	4189227	0		tool	none
64071632196401	exit	4189225	0		tool	none
64071632249874	fork	4189228	4189123	sh	tool	moved:toolexec
64071632401264	exec	4189228	4189123	wc	tool	none
64071632665342	exit	4189228	0		tool	none
64071632721643	fork	4189229	4189123	sh	tool	moved:toolexec
64071632833742	fork	4189230	4189229	sh	tool	moved:toolexec
64071632879780	fork	4189231	4189229	sh	tool	moved:toolexec
64071633031666	exec	4189231	4189229	wc	tool	none
64071633045189	exec	4189230	4189229	ls	tool	none
64071633464320	exit	4189230	0		tool	none
64071633478341	exit	4189231	0		tool	none
64071633534604	exit	4189229	0		tool	none
64071633586809	fork	4189232	4189123	sh	tool	moved:toolexec
64071633751104	exec	4189232	4189123	wc	tool	none
64071634036527	exit	4189232	0		tool	none
64071634097877	fork	4189233	4189123	sh	tool	moved:toolexec
64071634224962	fork	4189234	4189233	sh	tool	moved:toolexec
64071634271407	fork	4189235	4189233	sh	tool	moved:toolexec
64071634430725	exec	4189234	4189233	ls	tool	none
64071634437321	exec	4189235	4189233	wc	tool	none
64071634831712	exit	4189234	0		tool	none
64071634841723	exit	4189235	0		tool	none
64071634907177	exit	4189233	0		tool	none
64071634959780	fork	4189236	4189123	sh	tool	moved:toolexec
64071635125482	exec	4189236	4189123	wc	tool	none
64071635403687	exit	4189236	0		tool	none
64071635459210	fork	4189237	4189123	sh	tool	moved:toolexec
64071635561554	fork	4189238	4189237	sh	tool	moved:toolexec
64071635607505	fork	4189239	4189237	sh	tool	moved:toolexec
64071635762482	exec	4189238	4189237	ls	tool	none
64071635779067	exec	4189239	4189237	wc	tool	none
64071636179541	exit	4189238	0		tool	none
64071636191577	exit	4189239	0		tool	none
64071636244945	exit	4189237	0		tool	none
64071636298404	fork	4189240	4189123	sh	tool	moved:toolexec
64071636451223	exec	4189240	4189123	wc	tool	none
64071636719319	exit	4189240	0		tool	none
64071636781062	fork	4189241	4189123	sh	tool	moved:toolexec
64071636896846	fork	4189242	4189241	sh	tool	moved:toolexec
64071636946669	fork	4189243	4189241	sh	tool	moved:toolexec
64071637115239	exec	4189243	4189241	wc	tool	none
