win	group	t_start	t_end	alive_after
079	dram_bw	1784079704.456150	1784079709.476990	1
080	fe	1784079709.482851	1784079714.506122	1
081	fe_lat	1784079714.508659	1784079719.532685	1
082	core_ports	1784079719.535205	1784079724.557727	1
083	fpbr	1784079724.560295	1784079729.581893	1
084	priv	1784079729.584316	1784079734.605841	1
085	dram_bw	1784079734.608321	1784079739.629455	1
086	cache	1784079739.632113	1784079744.655130	1
087	mlp	1784079744.657584	1784079749.678531	1
088	cache	1784079749.684836	1784079754.708498	1
089	mlp	1784079754.710954	1784079759.732693	1
090	priv	1784079759.735603	1784079764.758332	1
091	dram_bw	1784079764.760904	1784079769.782023	1
092	fpbr	1784079769.784652	1784079774.807602	1
093	core_ports	1784079774.810144	1784079779.833230	1
094	fe	1784079779.835837	1784079784.858938	1
095	fe_lat	1784079784.861411	1784079789.891099	1
096	core_ports	1784079789.897024	1784079794.920550	1
097	mlp	1784079794.923123	1784079799.943440	1
098	cache	1784079799.945915	1784079804.969058	1
099	fe	1784079804.971629	1784079809.994838	1
100	fe_lat	1784079809.997403	1784079815.021057	1
101	priv	1784079815.023875	1784079820.046911	1
102	fpbr	1784079820.049533	1784079825.072107	1
103	dram_bw	1784079825.074614	1784079830.096310	1
104	fe	1784079830.102190	1784079835.125104	1
105	priv	1784079835.127647	1784079840.148991	1
106	fe_lat	1784079840.151554	1784079845.174632	1
107	core_ports	1784079845.177227	1784079850.201440	1
108	mlp	1784079850.203824	1784079855.223861	1
109	fpbr	1784079855.226493	1784079860.248201	1
110	dram_bw	1784079860.250808	1784079865.272119	1
111	cache	1784079865.274707	1784079870.298016	1
112	core_ports	1784079870.304598	1784079875.327294	1
113	priv	1784079875.329759	1784079880.351578	1
114	dram_bw	1784079880.354105	1784079885.375122	1
115	fe_lat	1784079885.377584	1784079890.400588	1
116	mlp	1784079890.403159	1784079895.423693	1
117	fpbr	1784079895.426238	1784079900.448921	1
118	fe	1784079900.451488	1784079905.474456	1
119	cache	1784079905.476939	1784079910.500276	1
120	dram_bw	1784079910.506599	1784079915.527814	1
121	core_ports	1784079915.530402	1784079920.553559	1
122	mlp	1784079920.556155	1784079925.576476	1
123	fpbr	1784079925.578928	1784079930.601473	1
124	fe_lat	1784079930.604593	1784079935.627830	1
125	fe	1784079935.630405	1784079940.653189	1
126	priv	1784079940.656054	1784079945.677891	1
127	cache	1784079945.680555	1784079950.704603	1
128	priv	1784079950.711404	1784079955.734247	1
129	fe	1784079955.736995	1784079960.761499	1
130	cache	1784079960.764039	1784079965.787121	1
131	fe_lat	1784079965.789639	1784079970.813126	1
132	dram_bw	1784079970.815903	1784079975.838464	1
133	mlp	1784079975.840984	1784079980.861165	1
134	fpbr	1784079980.863715	1784079985.885449	1
135	core_ports	1784079985.887847	1784079990.910893	1
136	core_ports	1784079990.916887	1784079995.939786	1
137	fe	1784079995.942527	1784080000.966202	1
138	cache	1784080000.968892	1784080005.993195	1
139	priv	1784080005.995961	1784080011.019029	1
140	mlp	1784080011.021594	1784080016.041417	1
141	dram_bw	1784080016.043897	1784080021.065069	1
142	fpbr	1784080021.067658	1784080026.089709	1
143	fe_lat	1784080026.092135	1784080031.115288	0
