ts_ns	event	pid	ppid	comm	class	action
66963641420966	exit	290949	0		tool	none
66963641437242	exit	290950	0		tool	none
66963641537541	exit	290910	0		tool	none
66972147943465	fork	291957	259745	openclaw-gatewa	agent	pending
66972149782851	exec	291957	0	sh	tool	moved:toolexec
66972150198457	exit	291957	0		tool	none
66980280079432	fork	292925	259745	openclaw-gatewa	agent	pending
66980281973051	exec	292925	0	sh	tool	moved:toolexec
66980282350326	fork	292926	292925		tool	moved:toolexec
66980282396763	fork	292927	292925		tool	moved:toolexec
66980282683788	exec	292926	0		tool	none
66980282705096	exec	292927	0		tool	none
66980283285011	exit	292926	0		tool	none
66980283321962	exit	292927	0		tool	none
66980283402125	exit	292925	0		tool	none
66987153188901	fork	293737	259745	openclaw-gatewa	agent	pending
66987155032780	exec	293737	0	sh	tool	moved:toolexec
66987155444736	exit	293737	0		tool	none
66999906368899	fork	295251	259745	openclaw-gatewa	agent	pending
66999908347213	exec	295251	259745	sh	tool	moved:toolexec
66999908716262	fork	295252	295251	python3	tool	moved:toolexec
66999908871271	exec	295252	295251	python3	tool	none
67002158246725	fork	295517	259745	openclaw-gatewa	agent	pending
67002160077413	exec	295517	0	sh	tool	moved:toolexec
67002160475997	exit	295517	0		tool	none
67009917409852	fork	296449	259745	openclaw-gatewa	agent	pending
67009919339356	exec	296449	259745	sh	tool	moved:toolexec
67009919696008	fork	296450	296449	curl	tool	moved:toolexec
67009919926895	exec	296450	296449	curl	tool	none
67010141115608	exit	296450	0		tool	none
67010141294768	fork	296476	296449		tool	moved:toolexec
67010141468346	exec	296476	0		tool	none
67010141831556	exit	296476	0		tool	none
67010141935134	exit	296449	0		tool	none
67017164398466	fork	297312	259745	openclaw-gatewa	agent	pending
67017166226023	exec	297312	0	sh	tool	moved:toolexec
67017166636383	exit	297312	0		tool	none
67023875309919	exit	295252	0		tool	none
67023875466171	exit	295251	0		tool	none
67032170269316	fork	299083	259745	openclaw-gatewa	agent	pending
67032172136472	exec	299083	0	sh	tool	moved:toolexec
67032172540696	exit	299083	0		tool	none
67037159712450	fork	299680	259745	openclaw-gatewa	agent	pending
67037161495040	exec	299680	259745	sh	tool	moved:toolexec
67037161894894	fork	299681	299680		tool	moved:toolexec
67037162145068	exec	299681	0		tool	none
67037162995720	exit	299681	0		tool	none
67037163125741	fork	299682	299680		tool	moved:toolexec
67037163366967	exec	299682	0		tool	none
67037163940820	exit	299682	0		tool	none
67037164013662	fork	299683	299680		tool	moved:toolexec
67037164854813	exec	299683	0		tool	none
67037165155226	exit	299683	0		tool	none
67037165232061	fork	299684	299680		tool	moved:toolexec
67037165289849	fork	299685	299680		tool	moved:toolexec
67037165428029	exec	299684	0		tool	none
67037165465663	exec	299685	0		tool	none
67037166105654	exit	299685	0		tool	none
67037166123785	exit	299684	0		tool	none
67037166149789	fork	299686	299680		tool	moved:toolexec
67037166239508	exec	299686	0		tool	none
67037167282082	exit	299686	0		tool	none
67037167303686	fork	299687	299680		tool	moved:toolexec
67037167531538	exec	299687	0		tool	none
67037168342508	exit	299687	0		tool	none
67037168363319	fork	299688	299680		tool	moved:toolexec
67037168465164	exec	299688	0		tool	none
67037169171432	exit	299688	0		tool	none
67037169191872	fork	299689	299680		tool	moved:toolexec
67037169271428	exec	299689	0		tool	none
67037170068958	exit	299689	0		tool	none
67037170089582	fork	299690	299680		tool	moved:toolexec
67037170180204	exec	299690	0		tool	none
67037171201406	exit	299690	0		tool	none
67037171223389	fork	299691	299680		tool	moved:toolexec
67037171316937	exec	299691	0		tool	none
67037172131945	exit	299691	0		tool	none
67037172152419	fork	299692	299680		tool	moved:toolexec
67037172250052	exec	299692	0		tool	none
67037173590533	exit	299692	0		tool	none
67037173625738	fork	299693	299680		tool	moved:toolexec
67037173721594	exec	299693	0		tool	none
67037174473633	exit	299693	0		tool	none
67037174494422	fork	299694	299680		tool	moved:toolexec
67037174588675	exec	299694	0		tool	none
67037175318389	exit	299694	0		tool	none
67037175338245	fork	299695	299680		tool	moved:toolexec
67037175439810	exec	299695	0		tool	none
67037176232374	exit	299695	0		tool	none
67037176254499	fork	299696	299680		tool	moved:toolexec
67037176345189	exec	299696	0		tool	none
67037177133706	exit	299696	0		tool	none
67037177153245	fork	299697	299680		tool	moved:toolexec
67037177264064	exec	299697	0		tool	none
67037178546555	exit	299697	0		tool	none
67037178576133	fork	299698	299680	grep	tool	moved:toolexec
67037178670768	exec	299698	299680	grep	tool	none
67037179582855	exit	299698	0		tool	none
67037179605586	fork	299699	299680	sh	tool	moved:toolexec
67037179704055	exec	299699	299680	grep	tool	none
67037180458237	exit	299699	0		tool	none
67037180481463	fork	299700	299680	sh	tool	moved:toolexec
67037180584708	exec	299700	299680	grep	tool	none
67037181224853	exit	299700	0		tool	none
67037181248002	fork	299701	299680	sh	tool	moved:toolexec
67037181342290	exec	299701	299680	grep	tool	none
67037182181214	exit	299701	0		tool	none
67037182203552	fork	299702	299680	sh	tool	moved:toolexec
67037182292864	exec	299702	299680	grep	tool	none
67037182834803	exit	299702	0		tool	none
67037182857547	fork	299703	299680	sh	tool	moved:toolexec
67037182949005	exec	299703	299680	grep	tool	none
67037183766398	exit	299703	0		tool	none
67037183811170	fork	299704	299680	sh	tool	moved:toolexec
67037183918377	exec	299704	299680	python3	tool	none
67037199926203	exit	299704	0		tool	none
67037200227198	exit	299680	0		tool	none
67047176079852	fork	300888	259745	openclaw-gatewa	agent	pending
67047177946823	exec	300888	0	sh	tool	moved:toolexec
67047178357960	exit	300888	0		tool	none
67053106961828	fork	301593	259745	openclaw-gatewa	agent	pending
67053108712373	exec	301593	259745	sh	tool	moved:toolexec
67053109082750	fork	301594	301593	python3	tool	moved:toolexec
67053109254239	exec	301594	301593	python3	tool	none
67053134165890	exit	301594	0		tool	none
67053134456565	exit	301593	0		tool	none
67062180311209	fork	302669	259745	openclaw-gatewa	agent	pending
67062182118998	exec	302669	0	sh	tool	moved:toolexec
67062182514550	exit	302669	0		tool	none
67077184516031	fork	304438	259745	openclaw-gatewa	agent	pending
67077186379563	exec	304438	0	sh	tool	moved:toolexec
67077186788496	exit	304438	0		tool	none
67092190372110	fork	306216	259745	openclaw-gatewa	agent	pending
67092192210460	exec	306216	0	sh	tool	moved:toolexec
67092192612888	exit	306216	0		tool	none
67107195958053	fork	307997	259745	openclaw-gatewa	agent	pending
67107197803567	exec	307997	0	sh	tool	moved:toolexec
67107198223169	exit	307997	0		tool	none
67122201819906	fork	309775	259745	openclaw-gatewa	agent	pending
67122203676375	exec	309775	0	sh	tool	moved:toolexec
67122204094061	exit	309775	0		tool	none
67137206937601	fork	311545	259745	openclaw-gatewa	agent	pending
67137208733345	exec	311545	0	sh	tool	moved:toolexec
67137209151977	exit	311545	0		tool	none
67152212028833	fork	313324	259745	openclaw-gatewa	agent	pending
67152213884214	exec	313324	0	sh	tool	moved:toolexec
67152214304440	exit	313324	0		tool	none
67164552405023	fork	314789	259745	openclaw-gatewa	agent	pending
67164554312264	exec	314789	259745	sh	tool	moved:toolexec
67164554679122	fork	314790	314789	python3	tool	moved:toolexec
67164554926219	exec	314790	314789	python3	tool	none
67164574539552	exit	314790	0		tool	none
67164574751389	exit	314789	0		tool	none
67164577523693	fork	314791	259745	openclaw-gatewa	agent	pending
67164579252922	exec	314791	259745	sh	tool	moved:toolexec
67164579602445	fork	314792	314791	sh	tool	moved:toolexec
67164579755193	exec	314792	314791	python3	tool	none
67164596553278	exit	314792	0		tool	none
67164596820195	exit	314791	0		tool	none
67167217170808	fork	315108	259745	openclaw-gatewa	agent	pending
67167219052658	exec	315108	0	sh	tool	moved:toolexec
67167219463982	exit	315108	0		tool	none
67182222177660	fork	316879	259745	openclaw-gatewa	agent	pending
67182224027369	exec	316879	0	sh	tool	moved:toolexec
67182224437782	exit	316879	0		tool	none
67197227873603	fork	318655	259745	openclaw-gatewa	agent	pending
67197229676387	exec	318655	0	sh	tool	moved:toolexec
67197230099100	exit	318655	0		tool	none
67212233184848	fork	320426	259745	openclaw-gatewa	agent	pending
67212235033346	exec	320426	0	sh	tool	moved:toolexec
67212235446530	exit	320426	0		tool	none
67227238047694	fork	322200	259745	openclaw-gatewa	agent	pending
67227239862328	exec	322200	0	sh	tool	moved:toolexec
67227240278380	exit	322200	0		tool	none
67227776129451	fork	322261	259745	openclaw-gatewa	agent	pending
67227778025938	exec	322261	259745	sh	tool	moved:toolexec
67227778418301	fork	322262	322261		tool	moved:toolexec
67227778449901	fork	322263	322261	python3	tool	moved:toolexec
67227778641944	exit	322262	0		tool	none
67227778679089	exec	322263	322261	python3	tool	none
67227894489576	exit	322263	0		tool	none
67227894793902	exit	322261	0		tool	none
67241357418019	fork	323874	259745	openclaw-gatewa	agent	pending
67241359328245	exec	323874	259745	sh	tool	moved:toolexec
67241359696851	fork	323875	323874	python3	tool	moved:toolexec
67241359934454	exec	323875	323874	python3	tool	none
67241376010892	exit	323875	0		tool	none
67241376207309	exit	323874	0		tool	none
67241378837847	fork	323876	259745	openclaw-gatewa	agent	pending
67241380497127	exec	323876	259745	sh	tool	moved:toolexec
67241380846500	fork	323877	323876	sh	tool	moved:toolexec
67241381096389	exec	323877	323876	curl	tool	none
67241482190470	exit	323877	0		tool	none
67241482344423	fork	323891	323876		tool	moved:toolexec
67241482504808	exec	323891	0		tool	none
67241482853107	exit	323891	0		tool	none
67241482880066	fork	323892	323876		tool	moved:toolexec
67241483116694	exec	323892	0		tool	none
67241483446755	exit	323892	0		tool	none
67241483546651	exit	323876	0		tool	none
67242242745275	fork	323981	259745	openclaw-gatewa	agent	pending
67242244489892	exec	323981	0	sh	tool	moved:toolexec
67242244897717	exit	323981	0		tool	none
67257248354509	fork	325758	259745	openclaw-gatewa	agent	pending
67257250129747	exec	325758	0	sh	tool	moved:toolexec
67257250550227	exit	325758	0		tool	none
67272253115595	fork	327537	259745	openclaw-gatewa	agent	pending
67272254884740	exec	327537	0	sh	tool	moved:toolexec
67272255298438	exit	327537	0		tool	none
67287257989039	fork	329317	259745	openclaw-gatewa	agent	pending
67287259768876	exec	329317	0	sh	tool	moved:toolexec
67287260185928	exit	329317	0		tool	none
67301084109068	fork	330951	259745	openclaw-gatewa	agent	pending
67301086039930	exec	330951	259745	sh	tool	moved:toolexec
67301086395535	fork	330952	330951	curl	tool	moved:toolexec
67301086573397	exec	330952	330951	curl	tool	none
67302263379055	fork	331090	259745	openclaw-gatewa	agent	pending
67302265150475	exec	331090	0	sh	tool	moved:toolexec
67302265560054	exit	331090	0		tool	none
67312559788599	exit	330952	0		tool	none
67312559924972	fork	332311	330951		tool	moved:toolexec
67312560164022	exec	332311	0		tool	none
67312560796463	exit	332311	0		tool	none
67312560841862	fork	332312	330951		tool	moved:toolexec
67312561089498	exec	332312	0		tool	none
67312561573145	exit	332312	0		tool	none
67312561666484	fork	332313	330951	pip	tool	moved:toolexec
67312561721711	fork	332314	330951	tail	tool	moved:toolexec
67312561854616	exec	332313	330951	pip	tool	none
67312561920108	exec	332314	330951	tail	tool	none
67312806970986	fork	332346	332313		tool	moved:toolexec
67312807184324	exit	332346	0		tool	none
67312807644505	fork	332348	332313		tool	moved:toolexec
67312807932550	exec	332348	0		tool	none
67312808322940	exit	332348	0		tool	none
67312931033481	exit	332313	0		tool	none
67312931233836	exit	332314	0		tool	none
67312931356426	exit	330951	0		tool	none
67317269216636	fork	332872	259745	openclaw-gatewa	agent	pending
67317271005209	exec	332872	0	sh	tool	moved:toolexec
67317271413503	exit	332872	0		tool	none
67332274334836	fork	334655	259745	openclaw-gatewa	agent	pending
67332276151888	exec	334655	0	sh	tool	moved:toolexec
67332276561559	exit	334655	0		tool	none
67338192969515	fork	335364	259745	openclaw-gatewa	agent	pending
67338194858193	exec	335364	259745	sh	tool	moved:toolexec
67338195229877	fork	335365	335364	python3	tool	moved:toolexec
67338195475397	exec	335365	335364	python3	tool	none
67338983882966	exit	335365	0		tool	none
67338984123118	exit	335364	0		tool	none
67347280329557	fork	336442	259745	openclaw-gatewa	agent	pending
67347282113733	exec	336442	0	sh	tool	moved:toolexec
67347282524633	exit	336442	0		tool	none
67358050497212	fork	337714	259745	openclaw-gatewa	agent	pending
67358052326639	exec	337714	259745	sh	tool	moved:toolexec
67358052692856	fork	337715	337714	python3	tool	moved:toolexec
67358052925047	exec	337715	337714	python3	tool	none
67358071398426	exit	337715	0		tool	none
67358071602243	exit	337714	0		tool	none
67362286167065	fork	338223	259745	openclaw-gatewa	agent	pending
67362287961449	exec	338223	0	sh	tool	moved:toolexec
67362288382967	exit	338223	0		tool	none
67377291297598	fork	340002	259745	openclaw-gatewa	agent	pending
67377293170598	exec	340002	0	sh	tool	moved:toolexec
67377293581525	exit	340002	0		tool	none
67392296825945	fork	341782	259745	openclaw-gatewa	agent	pending
67392298554387	exec	341782	0	sh	tool	moved:toolexec
67392298950941	exit	341782	0		tool	none
67405922688129	fork	343392	259745	openclaw-gatewa	agent	pending
67405924574368	exec	343392	259745	sh	tool	moved:toolexec
67405924945231	fork	343393	343392	python3	tool	moved:toolexec
67405925120790	exec	343393	343392	python3	tool	none
67406057456428	exit	343393	0		tool	none
67406057755735	exit	343392	0		tool	none
67407302373258	fork	343553	259745	openclaw-gatewa	agent	pending
67407304152179	exec	343553	0	sh	tool	moved:toolexec
67407304576208	exit	343553	0		tool	none
67422307651844	fork	345333	259745	openclaw-gatewa	agent	pending
67422309425438	exec	345333	0	sh	tool	moved:toolexec
67422309843161	exit	345333	0		tool	none
67437015708061	fork	347079	259745	openclaw-gatewa	agent	pending
67437017504227	exec	347079	259745	sh	tool	moved:toolexec
67437017873056	fork	347080	347079	python3	tool	moved:toolexec
67437018052731	exec	347080	347079	python3	tool	none
67437035510300	exit	347080	0		tool	none
67437035706804	exit	347079	0		tool	none
67437312787840	fork	347117	259745	openclaw-gatewa	agent	pending
67437314529406	exec	347117	0	sh	tool	moved:toolexec
67437314935236	exit	347117	0		tool	none
67452318358739	fork	348890	259745	openclaw-gatewa	agent	pending
67452320153509	exec	348890	0	sh	tool	moved:toolexec
67452320561350	exit	348890	0		tool	none
67463099202855	fork	350175	259745	openclaw-gatewa	agent	pending
67463101043942	exec	350175	259745	sh	tool	moved:toolexec
67463101407269	fork	350176	350175	python3	tool	moved:toolexec
67463101637962	exec	350176	350175	python3	tool	none
67463168220675	exit	350176	0		tool	none
67463168509224	exit	350175	0		tool	none
67467324406754	fork	350677	259745	openclaw-gatewa	agent	pending
67467326186256	exec	350677	0	sh	tool	moved:toolexec
67467326596920	exit	350677	0		tool	none
67482330396547	fork	352452	259745	openclaw-gatewa	agent	pending
67482332169677	exec	352452	0	sh	tool	moved:toolexec
67482332576209	exit	352452	0		tool	none
67497335732205	fork	354223	259745	openclaw-gatewa	agent	pending
67497337496670	exec	354223	0	sh	tool	moved:toolexec
67497337906612	exit	354223	0		tool	none
67498441712833	fork	354360	259745	openclaw-gatewa	agent	pending
67498443561687	exec	354360	259745	sh	tool	moved:toolexec
67498443957994	fork	354361	354360		tool	moved:toolexec
67498443992678	fork	354362	354360	python3	tool	moved:toolexec
67498444166156	exit	354361	0		tool	none
67498444224158	exec	354362	354360	python3	tool	none
67498609847206	exit	354362	0		tool	none
67498610152083	exit	354360	0		tool	none
67512341040960	fork	356006	259745	openclaw-gatewa	agent	pending
67512342838429	exec	356006	0	sh	tool	moved:toolexec
67512343253473	exit	356006	0		tool	none
67519765281461	fork	356890	259745	openclaw-gatewa	agent	pending
67519767194990	exec	356890	259745	sh	tool	moved:toolexec
67519767574826	fork	356891	356890	python3	tool	moved:toolexec
67519767825043	exec	356891	356890	python3	tool	none
67519813737114	exit	356891	0		tool	none
67519813959077	exit	356890	0		tool	none
67527346140329	fork	357787	259745	openclaw-gatewa	agent	pending
67527347936057	exec	357787	0	sh	tool	moved:toolexec
67527348352732	exit	357787	0		tool	none
67536416526414	fork	358855	259745	openclaw-gatewa	agent	pending
67536418340923	exec	358855	259745	sh	tool	moved:toolexec
67536418704524	fork	358856	358855	python3	tool	moved:toolexec
67536418877715	exec	358856	358855	python3	tool	none
67536439087532	exit	358856	0		tool	none
67536439357376	exit	358855	0		tool	none
67542351159699	fork	359559	259745	openclaw-gatewa	agent	pending
67542352932357	exec	359559	0	sh	tool	moved:toolexec
67542353351268	exit	359559	0		tool	none
67557356190833	fork	361340	259745	openclaw-gatewa	agent	pending
67557357945862	exec	361340	0	sh	tool	moved:toolexec
67557358364685	exit	361340	0		tool	none
67565052573949	fork	362248	259745	openclaw-gatewa	agent	pending
67565054420131	exec	362248	259745	sh	tool	moved:toolexec
67565054815472	fork	362249	362248		tool	moved:toolexec
67565054849833	fork	362250	362248	python3	tool	moved:toolexec
67565054956932	exit	362249	0		tool	none
67565055085342	exec	362250	362248	python3	tool	none
67565144230675	exit	362250	0		tool	none
67565144537007	exit	362248	0		tool	none
67572361496814	fork	363117	259745	openclaw-gatewa	agent	pending
67572363253599	exec	363117	0	sh	tool	moved:toolexec
67572363666627	exit	363117	0		tool	none
67587367183138	fork	364890	259745	openclaw-gatewa	agent	pending
67587368966422	exec	364890	0	sh	tool	moved:toolexec
67587369392255	exit	364890	0		tool	none
67591535105924	fork	365388	259745	openclaw-gatewa	agent	pending
67591537013859	exec	365388	259745	sh	tool	moved:toolexec
