win	group	t_start	t_end	alive_after
165	cache	1784060454.136522	1784060459.160646	1
166	priv	1784060459.163372	1784060464.186013	1
167	core_ports	1784060464.188442	1784060469.211423	1
168	mlp	1784060469.217187	1784060474.237209	1
169	fpbr	1784060474.240048	1784060479.261966	1
170	fe_lat	1784060479.264640	1784060479.279290	1
171	core_ports	1784060479.281744	1784060479.297389	1
172	dram_bw	1784060479.299776	1784060479.312870	1
173	cache	1784060479.315294	1784060479.329234	1
174	fe	1784060479.331561	1784060479.345785	1
