ts_ns	event	pid	ppid	comm	class	action
27252358295319	exec	2451813	2451812	mkdir	tool	none
27252358752293	exit	2451813	0		tool	none
27252358823639	fork	2451814	2451812	sh	tool	moved:toolexec
27252363590081	exec	2451814	2451812	tar	tool	none
27252712706581	exit	2451814	0		tool	none
27252712985843	fork	2451863	2451812		tool	moved:toolexec
27252713066987	fork	2451864	2451812		tool	moved:toolexec
27252713311742	exec	2451863	0		tool	none
27252713382977	exec	2451864	0		tool	none
27252713832219	exit	2451863	0		tool	none
27252713844799	exit	2451864	0		tool	none
27252713892847	fork	2451865	2451812		tool	moved:toolexec
27252713975255	fork	2451866	2451812		tool	moved:toolexec
27252714147884	exec	2451865	0		tool	none
27252714604040	exit	2451865	0		tool	none
27252718726503	exec	2451866	0		tool	none
27252719059466	exit	2451866	0		tool	none
27252719165819	exit	2451812	0		tool	none
27253363828391	fork	2451939	2450144	openclaw-gatewa	agent	pending
27253365577930	exec	2451939	0	sh	tool	moved:toolexec
27253365969390	exit	2451939	0		tool	none
27258893242414	fork	2452595	2450144	openclaw-gatewa	agent	pending
27258895089731	exec	2452595	0	sh	tool	moved:toolexec
27258895439306	fork	2452600	2452595		tool	moved:toolexec
27258895610317	exec	2452600	0		tool	none
27258896267387	exit	2452600	0		tool	none
27258896325963	fork	2452601	2452595		tool	moved:toolexec
27258896380064	fork	2452602	2452595		tool	moved:toolexec
27258896631843	exec	2452602	0		tool	none
27258896640107	exec	2452601	0		tool	none
27258897631461	exit	2452602	0		tool	none
27258897650025	exit	2452601	0		tool	none
27258897729186	exit	2452595	0		tool	none
27268369281679	fork	2453725	2450144	openclaw-gatewa	agent	pending
27268371030178	exec	2453725	0	sh	tool	moved:toolexec
27268371447801	exit	2453725	0		tool	none
27269063892327	fork	2453810	2450144	openclaw-gatewa	agent	pending
27269065736700	exec	2453810	0	sh	tool	moved:toolexec
27269066123200	fork	2453811	2453810		tool	moved:toolexec
27269066172348	fork	2453812	2453810		tool	moved:toolexec
27269066450486	exec	2453811	0		tool	none
27269066481372	exec	2453812	0		tool	none
27269067670793	exit	2453812	0		tool	none
27269067681188	exit	2453811	0		tool	none
27269067765861	exit	2453810	0		tool	none
27278238853018	fork	2454911	2450144	openclaw-gatewa	agent	pending
27278240484125	exec	2454911	2450144	sh	tool	moved:toolexec
27278240871456	fork	2454912	2454911	pip	tool	moved:toolexec
27278240921970	fork	2454913	2454911	tail	tool	moved:toolexec
27278241225500	exec	2454912	2454911	pip	tool	none
27278241258501	exec	2454913	2454911	tail	tool	none
27278486168864	fork	2454942	2454912		tool	moved:toolexec
27278486380473	exit	2454942	0		tool	none
27278486841709	fork	2454943	2454912		tool	moved:toolexec
27278487132266	exec	2454943	0		tool	none
27278487507824	exit	2454943	0		tool	none
27280744609299	exit	2454912	0		tool	none
27280744813470	exit	2454913	0		tool	none
27280744991440	exit	2454911	0		tool	none
27283375436296	fork	2455526	2450144	openclaw-gatewa	agent	pending
27283377203737	exec	2455526	0	sh	tool	moved:toolexec
27283377627575	exit	2455526	0		tool	none
27298380812669	fork	2457312	2450144	openclaw-gatewa	agent	pending
27298382611429	exec	2457312	0	sh	tool	moved:toolexec
27298383028685	exit	2457312	0		tool	none
27298394572669	fork	2457322	2450144	openclaw-gatewa	agent	pending
27298396130285	exec	2457322	2450144	sh	tool	moved:toolexec
27298396542509	fork	2457323	2457322	sh	tool	moved:toolexec
27298396783819	exec	2457323	2457322	cat	tool	none
27298397150114	exit	2457323	0		tool	none
27298397190850	fork	2457324	2457322	sh	tool	moved:toolexec
27298397423252	exec	2457324	2457322	python3	tool	none
27298528821846	exit	2457324	0		tool	none
27298529110868	exit	2457322	0		tool	none
27313385453915	fork	2459097	2450144	openclaw-gatewa	agent	pending
27313387145302	exec	2459097	0	sh	tool	moved:toolexec
27313387551053	exit	2459097	0		tool	none
27313771542089	fork	2459143	2450144	openclaw-gatewa	agent	pending
27313773234549	exec	2459143	2450144	sh	tool	moved:toolexec
27313773633482	fork	2459144	2459143		tool	moved:toolexec
27313773866053	exec	2459144	0		tool	none
27313774234012	exit	2459144	0		tool	none
27313774271005	fork	2459145	2459143	python3	tool	moved:toolexec
27313774491413	exec	2459145	2459143	python3	tool	none
27314063656369	exit	2459145	0		tool	none
27314063940386	exit	2459143	0		tool	none
27328389827568	fork	2460893	2450144	openclaw-gatewa	agent	pending
27328391567232	exec	2460893	0	sh	tool	moved:toolexec
27328391976955	exit	2460893	0		tool	none
27330027329068	fork	2461093	2450144	openclaw-gatewa	agent	pending
27330029208597	exec	2461093	2450144	sh	tool	moved:toolexec
27330029631270	fork	2461094	2461093		tool	moved:toolexec
27330029854798	exec	2461094	0		tool	none
27330030229128	exit	2461094	0		tool	none
27330030341818	fork	2461095	2461093	python3	tool	moved:toolexec
27330030419148	fork	2461096	2461093	head	tool	moved:toolexec
27330030673188	exec	2461095	2461093	python3	tool	none
27330030725237	exec	2461096	2461093	head	tool	none
27335217158731	exit	2461096	0		tool	none
27335242202143	exit	2461095	0		tool	none
27335242418353	exit	2461093	0		tool	none
27343395714442	fork	2462680	2450144	openclaw-gatewa	agent	pending
27343397574339	exec	2462680	0	sh	tool	moved:toolexec
27343397996450	exit	2462680	0		tool	none
27347394314646	fork	2463157	2450144	openclaw-gatewa	agent	pending
27347396219202	exec	2463157	2450144	sh	tool	moved:toolexec
27347396597534	fork	2463158	2463157	python3	tool	moved:toolexec
27347396645898	fork	2463159	2463157	tail	tool	moved:toolexec
27347396950153	exec	2463158	2463157	python3	tool	none
27347396959939	exec	2463159	2463157	tail	tool	none
27347450745910	exit	2463158	0		tool	none
27347450870291	exit	2463159	0		tool	none
27347450991257	exit	2463157	0		tool	none
27358400789720	fork	2464471	2450144	openclaw-gatewa	agent	pending
27358402609853	exec	2464471	0	sh	tool	moved:toolexec
27358403012811	exit	2464471	0		tool	none
27373405851562	fork	2466251	2450144	openclaw-gatewa	agent	pending
27373407574115	exec	2466251	0	sh	tool	moved:toolexec
27373407981743	exit	2466251	0		tool	none
27388411130876	fork	2468030	2450144	openclaw-gatewa	agent	pending
27388412872562	exec	2468030	0	sh	tool	moved:toolexec
27388413284111	exit	2468030	0		tool	none
27403415864531	fork	2469809	2450144	openclaw-gatewa	agent	pending
27403417572815	exec	2469809	0	sh	tool	moved:toolexec
27403417978066	exit	2469809	0		tool	none
27418321304688	fork	2471577	2450144	openclaw-gatewa	agent	pending
27418323176677	exec	2471577	2450144	sh	tool	moved:toolexec
27418323606996	fork	2471578	2471577		tool	moved:toolexec
27418323847031	exec	2471578	0		tool	none
27418324214564	exit	2471578	0		tool	none
27418324260898	fork	2471579	2471577	python3	tool	moved:toolexec
27418324421626	exec	2471579	2471577	python3	tool	none
27418420569250	fork	2471592	2450144	openclaw-gatewa	agent	pending
27418422329924	exec	2471592	0	sh	tool	moved:toolexec
27418422725038	exit	2471592	0		tool	none
27420851857294	exit	2471579	0		tool	none
27420852169285	exit	2471577	0		tool	none
27433425921547	fork	2473375	2450144	openclaw-gatewa	agent	pending
27433427685277	exec	2473375	0	sh	tool	moved:toolexec
27433428102674	exit	2473375	0		tool	none
27448430468304	fork	2475155	2450144	openclaw-gatewa	agent	pending
27448432314582	exec	2475155	0	sh	tool	moved:toolexec
27448432723791	exit	2475155	0		tool	none
27452430864488	fork	2475643	2450144	openclaw-gatewa	agent	pending
27452432756955	exec	2475643	2450144	sh	tool	moved:toolexec
27452433190134	fork	2475644	2475643		tool	moved:toolexec
27452433425991	exec	2475644	0		tool	none
27452433785528	exit	2475644	0		tool	none
27452433827946	fork	2475645	2475643	python3	tool	moved:toolexec
27452434077793	exec	2475645	2475643	python3	tool	none
27453170475942	exit	2475645	0		tool	none
27453170764446	exit	2475643	0		tool	none
27463435833239	fork	2476937	2450144	openclaw-gatewa	agent	pending
27463437637176	exec	2476937	0	sh	tool	moved:toolexec
27463438067539	exit	2476937	0		tool	none
27478441287558	fork	2478717	2450144	openclaw-gatewa	agent	pending
27478443042495	exec	2478717	0	sh	tool	moved:toolexec
27478443450682	exit	2478717	0		tool	none
27493445722415	fork	2480497	2450144	openclaw-gatewa	agent	pending
27493447488487	exec	2480497	0	sh	tool	moved:toolexec
27493447896990	exit	2480497	0		tool	none
27496768374546	fork	2480902	2450144	openclaw-gatewa	agent	pending
27496770306547	exec	2480902	2450144	sh	tool	moved:toolexec
27496770771420	fork	2480903	2480902		tool	moved:toolexec
27496770807579	fork	2480904	2480902		tool	moved:toolexec
27496770990779	exit	2480903	0		tool	none
27496771044292	exec	2480904	0		tool	none
27496771419160	exit	2480904	0		tool	none
27496771456311	fork	2480905	2480902	python3	tool	moved:toolexec
27496771685009	exec	2480905	2480902	python3	tool	none
27497025572580	exit	2480905	0		tool	none
27497025847495	exit	2480902	0		tool	none
27506624016394	fork	2482072	2450144	openclaw-gatewa	agent	pending
27506625861149	exec	2482072	2450144	sh	tool	moved:toolexec
27506626277324	fork	2482074	2482072		tool	moved:toolexec
27506626439841	exec	2482074	0		tool	none
27506626846658	exit	2482074	0		tool	none
27506626883350	fork	2482075	2482072	python3	tool	moved:toolexec
27506627145586	exec	2482075	2482072	python3	tool	none
27506719181527	exit	2482075	0		tool	none
27506719483462	exit	2482072	0		tool	none
27508450766675	fork	2482292	2450144	openclaw-gatewa	agent	pending
27508452527851	exec	2482292	0	sh	tool	moved:toolexec
27508452934201	exit	2482292	0		tool	none
27523455944661	fork	2484076	2450144	openclaw-gatewa	agent	pending
27523457713625	exec	2484076	0	sh	tool	moved:toolexec
27523458137693	exit	2484076	0		tool	none
27538460486509	fork	2485863	2450144	openclaw-gatewa	agent	pending
27538462219276	exec	2485863	0	sh	tool	moved:toolexec
27538462623127	exit	2485863	0		tool	none
27542581231793	fork	2486359	2450144	openclaw-gatewa	agent	pending
27542583158615	exec	2486359	2450144	sh	tool	moved:toolexec
27542583576201	fork	2486360	2486359		tool	moved:toolexec
27542583810094	exec	2486360	0		tool	none
27542584178034	exit	2486360	0		tool	none
27542584221510	fork	2486361	2486359	python3	tool	moved:toolexec
27542584465903	exec	2486361	2486359	python3	tool	none
27543126056191	exit	2486361	0		tool	none
27543126359928	exit	2486359	0		tool	none
27553465666425	fork	2487649	2450144	openclaw-gatewa	agent	pending
27553467403455	exec	2487649	0	sh	tool	moved:toolexec
27553467809126	exit	2487649	0		tool	none
27565916997472	fork	2489138	2450144	openclaw-gatewa	agent	pending
27565918802205	exec	2489138	2450144	sh	tool	moved:toolexec
27565919228898	fork	2489139	2489138		tool	moved:toolexec
27565919387562	exec	2489139	0		tool	none
27565919737658	exit	2489139	0		tool	none
27565919781587	fork	2489140	2489138	python3	tool	moved:toolexec
27565919936717	exec	2489140	2489138	python3	tool	none
27566458094750	exit	2489140	0		tool	none
27566458391200	exit	2489138	0		tool	none
27568470825427	fork	2489441	2450144	openclaw-gatewa	agent	pending
27568472545308	exec	2489441	0	sh	tool	moved:toolexec
27568472954269	exit	2489441	0		tool	none
27583475686879	fork	2491219	2450144	openclaw-gatewa	agent	pending
27583477441359	exec	2491219	0	sh	tool	moved:toolexec
27583477850629	exit	2491219	0		tool	none
27590727928630	fork	2492083	2450144	openclaw-gatewa	agent	pending
27590729755984	exec	2492083	2450144	sh	tool	moved:toolexec
27590730138359	fork	2492084	2492083	python3	tool	moved:toolexec
27590730352989	exec	2492084	2492083	python3	tool	none
27590922022045	exit	2492084	0		tool	none
27590922309409	exit	2492083	0		tool	none
27598480999791	fork	2493005	2450144	openclaw-gatewa	agent	pending
27598482712539	exec	2493005	0	sh	tool	moved:toolexec
27598483119781	exit	2493005	0		tool	none
27613486354925	fork	2494789	2450144	openclaw-gatewa	agent	pending
27613488479379	exec	2494789	0	sh	tool	moved:toolexec
27613488929308	exit	2494789	0		tool	none
27617244927686	fork	2495241	2450144	openclaw-gatewa	agent	pending
27617246823541	exec	2495241	2450144	sh	tool	moved:toolexec
27617247195671	fork	2495242	2495241	python3	tool	moved:toolexec
27617247430743	exec	2495242	2495241	python3	tool	none
27617702944937	exit	2495242	0		tool	none
27617703233807	exit	2495241	0		tool	none
27627775608404	fork	2496486	2450144	openclaw-gatewa	agent	pending
27627777398043	exec	2496486	2450144	sh	tool	moved:toolexec
27627777767896	fork	2496487	2496486	python3	tool	moved:toolexec
27627777887651	exec	2496487	2496486	python3	tool	none
27628054580560	exit	2496487	0		tool	none
27628054811130	exit	2496486	0		tool	none
27628491951156	fork	2496572	2450144	openclaw-gatewa	agent	pending
27628493689287	exec	2496572	0	sh	tool	moved:toolexec
27628494088774	exit	2496572	0		tool	none
27639868209788	fork	2497920	2450144	openclaw-gatewa	agent	pending
27639870421487	exec	2497920	2450144	sh	tool	moved:toolexec
27639870815841	fork	2497921	2497920	python3	tool	moved:toolexec
27639871100396	exec	2497921	2497920	python3	tool	none
27639989834311	exit	2497921	0		tool	none
27639990132369	exit	2497920	0		tool	none
27643496762880	fork	2498362	2450144	openclaw-gatewa	agent	pending
27643498504955	exec	2498362	0	sh	tool	moved:toolexec
27643498913601	exit	2498362	0		tool	none
27649741273189	fork	2499102	2450144	openclaw-gatewa	agent	pending
27649743116258	exec	2499102	2450144	sh	tool	moved:toolexec
27649743469634	fork	2499103	2499102	python3	tool	moved:toolexec
27649743702275	exec	2499103	2499102	python3	tool	none
27649845950523	exit	2499103	0		tool	none
27649846250048	exit	2499102	0		tool	none
27658502294728	fork	2500148	2450144	openclaw-gatewa	agent	pending
27658504047929	exec	2500148	0	sh	tool	moved:toolexec
27658504457240	exit	2500148	0		tool	none
27673507218929	fork	2501931	2450144	openclaw-gatewa	agent	pending
27673508966044	exec	2501931	0	sh	tool	moved:toolexec
27673509385232	exit	2501931	0		tool	none
27680484011537	fork	2502755	2450144	openclaw-gatewa	agent	pending
27680485818543	exec	2502755	2450144	sh	tool	moved:toolexec
27680486192281	fork	2502756	2502755	python3	tool	moved:toolexec
27680486426434	exec	2502756	2502755	python3	tool	none
27680895704005	exit	2502756	0		tool	none
27680896020444	exit	2502755	0		tool	none
27688512308589	fork	2503713	2450144	openclaw-gatewa	agent	pending
27688514049643	exec	2503713	0	sh	tool	moved:toolexec
27688514458523	exit	2503713	0		tool	none
27703517192478	fork	2505492	2450144	openclaw-gatewa	agent	pending
27703519300877	exec	2505492	0	sh	tool	moved:toolexec
27703519753402	exit	2505492	0		tool	none
27718523180334	fork	2507272	2450144	openclaw-gatewa	agent	pending
27718524974009	exec	2507272	0	sh	tool	moved:toolexec
27718525395538	exit	2507272	0		tool	none
27733528295750	fork	2509052	2450144	openclaw-gatewa	agent	pending
27733530260014	exec	2509052	0	sh	tool	moved:toolexec
27733530701819	exit	2509052	0		tool	none
27748534439679	fork	2510831	2450144	openclaw-gatewa	agent	pending
27748536219814	exec	2510831	0	sh	tool	moved:toolexec
27748536624993	exit	2510831	0		tool	none
27763539644821	fork	2512610	2450144	openclaw-gatewa	agent	pending
27763541432065	exec	2512610	0	sh	tool	moved:toolexec
27763541841147	exit	2512610	0		tool	none
27778544941391	fork	2514390	2450144	openclaw-gatewa	agent	pending
27778546792780	exec	2514390	0	sh	tool	moved:toolexec
27778547214831	exit	2514390	0		tool	none
27781405843928	fork	2514733	2450144	openclaw-gatewa	agent	pending
27781407666647	exec	2514733	2450144	sh	tool	moved:toolexec
27781408127867	fork	2514738	2514733		tool	moved:toolexec
27781408168774	fork	2514739	2514733	python3	tool	moved:toolexec
27781408348583	exit	2514738	0		tool	none
27781408389728	exec	2514739	2514733	python3	tool	none
27781424736602	exit	2514739	0		tool	none
27781424934449	exit	2514733	0		tool	none
27791421674637	fork	2515932	2450144	openclaw-gatewa	agent	pending
27791423573714	exec	2515932	0	sh	tool	moved:toolexec
27791423950188	fork	2515933	2515932		tool	moved:toolexec
27791424011005	fork	2515934	2515932		tool	moved:toolexec
27791424216401	exec	2515933	0		tool	none
27791424329162	exec	2515934	0		tool	none
27791425276477	exit	2515934	0		tool	none
27791425277604	exit	2515933	0		tool	none
27791425344436	fork	2515935	2515932		tool	moved:toolexec
27791425391552	fork	2515936	2515932		tool	moved:toolexec
27791425639718	exec	2515936	0		tool	none
27791425657943	exec	2515935	0		tool	none
27791426221205	exit	2515935	0		tool	none
27791426237341	exit	2515936	0		tool	none
27791426260852	fork	2515937	2515932		tool	moved:toolexec
27791426365949	exec	2515937	0		tool	none
27791426651070	exit	2515937	0		tool	none
27791426732898	exit	2515932	0		tool	none
27793549995048	fork	2516185	2450144	openclaw-gatewa	agent	pending
27793551825045	exec	2516185	0	sh	tool	moved:toolexec
27793552247905	exit	2516185	0		tool	none
27803852362189	fork	2517410	2450144	openclaw-gatewa	agent	pending
27803854372114	exec	2517410	0	sh	tool	moved:toolexec
27803854735616	fork	2517411	2517410		tool	moved:toolexec
27803854967292	exec	2517411	0		tool	none
27803855364500	exit	2517411	0		tool	none
27803855449727	exit	2517410	0		tool	none
27808555116587	fork	2517971	2450144	openclaw-gatewa	agent	pending
27808556995815	exec	2517971	0	sh	tool	moved:toolexec
27808557418819	exit	2517971	0		tool	none
27810429331354	fork	2518204	2450144	openclaw-gatewa	agent	pending
27810431249306	exec	2518204	0	sh	tool	moved:toolexec
27810431638286	fork	2518205	2518204		tool	moved:toolexec
27810431689303	fork	2518206	2518204		tool	moved:toolexec
27810431955701	exec	2518205	0		tool	none
27810432025522	exec	2518206	0		tool	none
27810432559485	exit	2518205	0		tool	none
27810432570733	exit	2518206	0		tool	none
27810432604425	fork	2518207	2518204		tool	moved:toolexec
27810432837566	exec	2518207	0		tool	none
27810433328477	exit	2518207	0		tool	none
27810433357194	fork	2518208	2518204		tool	moved:toolexec
27810433457498	exec	2518208	0		tool	none
27810433900212	exit	2518208	0		tool	none
27810433953450	fork	2518209	2518204		tool	moved:toolexec
27810433992284	fork	2518210	2518204		tool	moved:toolexec
27810434116691	exec	2518209	0		tool	none
27810434299449	exec	2518210	0		tool	none
27810434548555	exit	2518209	0		tool	none
27810434755125	exit	2518210	0		tool	none
27810434838252	exit	2518204	0		tool	none
27823560141069	fork	2519765	2450144	openclaw-gatewa	agent	pending
27823561945649	exec	2519765	0	sh	tool	moved:toolexec
27823562355281	exit	2519765	0		tool	none
27826443134878	exit	2450200	0		agent	none
27826448706347	exit	2450188	0		agent	none
27827289772022	exit	2450144	0		agent	none
27827289829191	exit	2450131	0		agent	none
27827317412803	exit	2449757	0		agent	none
